county,year,month,year_month_str,months_from_reform,n_total_hearings,n_felony_hearings,n_ror,n_hdob,n_hwob,pct_ror,pct_hdob,pct_hwob,pct_felony
Allegany,2016,1,2016-01,-10,71,10,21,36,14,29.577464788732396,50.70422535211268,19.718309859154928,14.084507042253522
Allegany,2016,2,2016-02,-9,91,14,21,54,16,23.076923076923077,59.34065934065934,17.582417582417584,15.384615384615385
Allegany,2016,3,2016-03,-8,72,5,20,37,15,27.77777777777778,51.388888888888886,20.833333333333332,6.944444444444445
Allegany,2016,4,2016-04,-7,85,11,26,47,12,30.58823529411765,55.294117647058826,14.117647058823529,12.941176470588236
Allegany,2016,5,2016-05,-6,96,8,27,52,17,28.125,54.166666666666664,17.708333333333332,8.333333333333334
Allegany,2016,6,2016-06,-5,81,11,29,45,7,35.80246913580247,55.55555555555556,8.641975308641975,13.580246913580247
Allegany,2016,7,2016-07,-4,79,14,20,48,11,25.31645569620253,60.75949367088607,13.924050632911392,17.72151898734177
Allegany,2016,8,2016-08,-3,86,9,28,48,10,32.55813953488372,55.81395348837209,11.627906976744185,10.465116279069768
Allegany,2016,9,2016-09,-2,85,8,28,45,12,32.94117647058823,52.94117647058823,14.117647058823529,9.411764705882353
Allegany,2016,10,2016-10,-1,81,9,27,41,13,33.333333333333336,50.617283950617285,16.049382716049383,11.11111111111111
Allegany,2016,11,2016-11,0,67,4,24,26,17,35.82089552238806,38.80597014925373,25.37313432835821,5.970149253731344
Allegany,2016,12,2016-12,1,72,11,28,25,19,38.888888888888886,34.72222222222222,26.38888888888889,15.277777777777779
Allegany,2017,1,2017-01,2,80,12,28,28,24,35.0,35.0,30.0,15.0
Allegany,2017,2,2017-02,3,101,11,28,54,19,27.722772277227723,53.46534653465346,18.81188118811881,10.891089108910892
Allegany,2017,3,2017-03,4,93,12,39,40,14,41.935483870967744,43.01075268817204,15.053763440860216,12.903225806451612
Allegany,2017,4,2017-04,5,89,10,35,37,17,39.325842696629216,41.57303370786517,19.10112359550562,11.235955056179776
Allegany,2017,5,2017-05,6,77,13,31,34,12,40.25974025974026,44.15584415584416,15.584415584415584,16.883116883116884
Allegany,2017,6,2017-06,7,90,10,39,35,16,43.333333333333336,38.888888888888886,17.77777777777778,11.11111111111111
Allegany,2017,7,2017-07,8,85,17,27,26,32,31.764705882352942,30.58823529411765,37.64705882352941,20.0
Allegany,2017,8,2017-08,9,79,17,25,23,31,31.645569620253166,29.11392405063291,39.24050632911393,21.518987341772153
Allegany,2017,9,2017-09,10,86,14,30,27,29,34.883720930232556,31.3953488372093,33.72093023255814,16.27906976744186
Allegany,2017,10,2017-10,11,93,3,49,17,27,52.68817204301075,18.27956989247312,29.032258064516128,3.225806451612903
Allegany,2017,11,2017-11,12,102,8,41,25,36,40.19607843137255,24.50980392156863,35.294117647058826,7.8431372549019605
Allegany,2017,12,2017-12,13,101,8,31,38,32,30.693069306930692,37.62376237623762,31.683168316831683,7.920792079207921
Allegany,2018,1,2018-01,14,142,10,63,27,52,44.36619718309859,19.014084507042252,36.61971830985915,7.042253521126761
Allegany,2018,2,2018-02,15,121,18,49,26,46,40.49586776859504,21.487603305785125,38.01652892561984,14.87603305785124
Allegany,2018,3,2018-03,16,142,6,54,34,54,38.028169014084504,23.943661971830984,38.028169014084504,4.225352112676056
Allegany,2018,4,2018-04,17,137,6,58,29,50,42.33576642335766,21.16788321167883,36.496350364963504,4.37956204379562
Allegany,2018,5,2018-05,18,189,13,80,37,72,42.32804232804233,19.576719576719576,38.095238095238095,6.878306878306878
Allegany,2018,6,2018-06,19,126,11,63,23,40,50.0,18.253968253968253,31.746031746031747,8.73015873015873
Allegany,2018,7,2018-07,20,141,11,43,30,68,30.49645390070922,21.27659574468085,48.226950354609926,7.801418439716312
Allegany,2018,8,2018-08,21,139,12,58,21,60,41.726618705035975,15.107913669064748,43.16546762589928,8.633093525179856
Allegany,2018,9,2018-09,22,160,26,62,34,64,38.75,21.25,40.0,16.25
Allegany,2018,10,2018-10,23,126,10,63,19,44,50.0,15.079365079365079,34.92063492063492,7.936507936507937
Allegany,2018,11,2018-11,24,106,13,39,18,49,36.79245283018868,16.9811320754717,46.22641509433962,12.264150943396226
Allegany,2018,12,2018-12,25,132,18,40,32,60,30.303030303030305,24.242424242424242,45.45454545454545,13.636363636363637
Anne Arundel,2016,1,2016-01,-10,399,40,237,122,40,59.3984962406015,30.576441102756892,10.025062656641603,10.025062656641603
Anne Arundel,2016,2,2016-02,-9,331,40,176,123,32,53.17220543806646,37.16012084592145,9.667673716012084,12.084592145015106
Anne Arundel,2016,3,2016-03,-8,401,37,243,130,28,60.598503740648376,32.418952618453865,6.982543640897756,9.226932668329177
Anne Arundel,2016,4,2016-04,-7,385,35,230,118,37,59.74025974025974,30.649350649350648,9.61038961038961,9.090909090909092
Anne Arundel,2016,5,2016-05,-6,405,66,222,153,30,54.81481481481482,37.77777777777778,7.407407407407407,16.296296296296298
Anne Arundel,2016,6,2016-06,-5,400,44,231,135,34,57.75,33.75,8.5,11.0
Anne Arundel,2016,7,2016-07,-4,407,49,224,147,36,55.03685503685504,36.11793611793612,8.845208845208845,12.039312039312039
Anne Arundel,2016,8,2016-08,-3,384,36,202,132,50,52.604166666666664,34.375,13.020833333333334,9.375
Anne Arundel,2016,9,2016-09,-2,392,57,225,131,36,57.39795918367347,33.41836734693877,9.183673469387756,14.540816326530612
Anne Arundel,2016,10,2016-10,-1,385,47,219,106,60,56.883116883116884,27.532467532467532,15.584415584415584,12.207792207792208
Anne Arundel,2016,11,2016-11,0,352,43,246,39,67,69.88636363636364,11.079545454545455,19.03409090909091,12.215909090909092
Anne Arundel,2016,12,2016-12,1,330,51,227,46,57,68.78787878787878,13.93939393939394,17.272727272727273,15.454545454545455
Anne Arundel,2017,1,2017-01,2,424,65,273,66,85,64.38679245283019,15.566037735849056,20.047169811320753,15.330188679245284
Anne Arundel,2017,2,2017-02,3,383,50,247,52,84,64.49086161879896,13.577023498694517,21.93211488250653,13.054830287206267
Anne Arundel,2017,3,2017-03,4,403,42,259,56,88,64.26799007444168,13.895781637717121,21.83622828784119,10.421836228287841
Anne Arundel,2017,4,2017-04,5,416,51,276,39,101,66.34615384615384,9.375,24.278846153846153,12.259615384615385
Anne Arundel,2017,5,2017-05,6,419,59,252,61,106,60.143198090692124,14.558472553699284,25.29832935560859,14.081145584725537
Anne Arundel,2017,6,2017-06,7,428,63,281,42,105,65.65420560747664,9.813084112149532,24.53271028037383,14.719626168224298
Anne Arundel,2017,7,2017-07,8,437,60,290,28,119,66.36155606407323,6.407322654462242,27.23112128146453,13.729977116704806
Anne Arundel,2017,8,2017-08,9,374,50,242,35,97,64.70588235294117,9.358288770053475,25.93582887700535,13.368983957219251
Anne Arundel,2017,9,2017-09,10,405,63,267,46,92,65.92592592592592,11.358024691358025,22.71604938271605,15.555555555555555
Anne Arundel,2017,10,2017-10,11,371,36,248,23,100,66.84636118598382,6.199460916442049,26.954177897574123,9.703504043126685
Anne Arundel,2017,11,2017-11,12,372,43,247,30,95,66.39784946236558,8.064516129032258,25.537634408602152,11.559139784946236
Anne Arundel,2017,12,2017-12,13,395,56,260,31,104,65.82278481012658,7.848101265822785,26.329113924050635,14.177215189873417
Anne Arundel,2018,1,2018-01,14,335,37,222,26,87,66.26865671641791,7.7611940298507465,25.970149253731343,11.044776119402986
Anne Arundel,2018,2,2018-02,15,326,40,211,18,97,64.7239263803681,5.521472392638037,29.754601226993866,12.269938650306749
Anne Arundel,2018,3,2018-03,16,356,45,221,33,102,62.07865168539326,9.269662921348315,28.651685393258425,12.640449438202246
Anne Arundel,2018,4,2018-04,17,370,33,248,24,98,67.02702702702703,6.486486486486487,26.486486486486488,8.91891891891892
Anne Arundel,2018,5,2018-05,18,438,38,290,39,109,66.21004566210046,8.904109589041095,24.885844748858446,8.67579908675799
Anne Arundel,2018,6,2018-06,19,397,49,245,32,120,61.712846347607055,8.060453400503778,30.22670025188917,12.34256926952141
Anne Arundel,2018,7,2018-07,20,449,42,302,41,106,67.26057906458797,9.131403118040089,23.608017817371937,9.35412026726058
Anne Arundel,2018,8,2018-08,21,355,31,239,30,86,67.32394366197182,8.450704225352112,24.225352112676056,8.732394366197184
Anne Arundel,2018,9,2018-09,22,380,41,251,20,109,66.05263157894737,5.2631578947368425,28.68421052631579,10.789473684210526
Anne Arundel,2018,10,2018-10,23,371,47,234,26,111,63.07277628032345,7.008086253369272,29.919137466307276,12.668463611859838
Anne Arundel,2018,11,2018-11,24,377,43,245,13,119,64.9867374005305,3.4482758620689653,31.56498673740053,11.405835543766578
Anne Arundel,2018,12,2018-12,25,358,46,222,19,117,62.01117318435754,5.307262569832402,32.68156424581006,12.849162011173185
Baltimore,2016,1,2016-01,-10,487,78,133,299,55,27.310061601642712,61.39630390143737,11.293634496919918,16.016427104722794
Baltimore,2016,2,2016-02,-9,557,83,157,348,52,28.186714542190305,62.47755834829444,9.335727109515261,14.901256732495511
Baltimore,2016,3,2016-03,-8,592,106,158,386,48,26.68918918918919,65.20270270270271,8.108108108108109,17.905405405405407
Baltimore,2016,4,2016-04,-7,597,113,155,390,52,25.963149078726968,65.32663316582915,8.710217755443885,18.927973199329983
Baltimore,2016,5,2016-05,-6,533,82,121,361,51,22.701688555347094,67.7298311444653,9.568480300187618,15.384615384615385
Baltimore,2016,6,2016-06,-5,626,93,173,401,52,27.635782747603834,64.05750798722045,8.30670926517572,14.856230031948881
Baltimore,2016,7,2016-07,-4,600,98,147,391,62,24.5,65.16666666666667,10.333333333333334,16.333333333333332
Baltimore,2016,8,2016-08,-3,601,94,137,378,86,22.795341098169718,62.89517470881864,14.309484193011647,15.640599001663894
Baltimore,2016,9,2016-09,-2,595,103,161,361,73,27.058823529411764,60.67226890756302,12.268907563025211,17.310924369747898
Baltimore,2016,10,2016-10,-1,554,94,134,348,72,24.187725631768952,62.81588447653429,12.99638989169675,16.967509025270758
Baltimore,2016,11,2016-11,0,505,80,200,184,121,39.603960396039604,36.43564356435643,23.96039603960396,15.841584158415841
Baltimore,2016,12,2016-12,1,463,69,174,179,110,37.58099352051836,38.66090712742981,23.758099352051836,14.902807775377969
Baltimore,2017,1,2017-01,2,606,78,212,192,202,34.98349834983498,31.683168316831683,33.333333333333336,12.871287128712872
Baltimore,2017,2,2017-02,3,568,73,210,190,168,36.971830985915496,33.45070422535211,29.577464788732396,12.852112676056338
Baltimore,2017,3,2017-03,4,582,86,199,199,184,34.192439862542955,34.192439862542955,31.61512027491409,14.776632302405499
Baltimore,2017,4,2017-04,5,582,97,213,188,181,36.597938144329895,32.302405498281786,31.099656357388316,16.666666666666668
Baltimore,2017,5,2017-05,6,586,107,200,197,189,34.129692832764505,33.617747440273035,32.25255972696246,18.25938566552901
Baltimore,2017,6,2017-06,7,569,84,194,203,172,34.09490333919157,35.67662565905097,30.22847100175747,14.76274165202109
Baltimore,2017,7,2017-07,8,597,99,231,184,182,38.69346733668342,30.820770519262982,30.485762144053602,16.582914572864322
Baltimore,2017,8,2017-08,9,644,101,209,219,216,32.453416149068325,34.006211180124225,33.54037267080745,15.683229813664596
Baltimore,2017,9,2017-09,10,591,86,202,181,208,34.179357021996616,30.62605752961083,35.19458544839255,14.551607445008461
Baltimore,2017,10,2017-10,11,500,53,180,158,162,36.0,31.6,32.4,10.6
Baltimore,2017,11,2017-11,12,511,66,169,164,178,33.07240704500978,32.093933463796475,34.833659491193735,12.915851272015656
Baltimore,2017,12,2017-12,13,549,62,205,157,187,37.34061930783242,28.59744990892532,34.06193078324226,11.293260473588342
Baltimore,2018,1,2018-01,14,517,64,183,147,187,35.39651837524178,28.433268858800773,36.170212765957444,12.379110251450676
Baltimore,2018,2,2018-02,15,490,67,181,142,167,36.93877551020408,28.979591836734695,34.08163265306123,13.673469387755102
Baltimore,2018,3,2018-03,16,544,63,203,160,181,37.31617647058823,29.41176470588235,33.27205882352941,11.580882352941176
Baltimore,2018,4,2018-04,17,585,73,244,165,176,41.70940170940171,28.205128205128204,30.085470085470085,12.478632478632479
Baltimore,2018,5,2018-05,18,572,68,217,171,184,37.93706293706294,29.895104895104897,32.16783216783217,11.888111888111888
Baltimore,2018,6,2018-06,19,598,78,206,164,228,34.448160535117054,27.4247491638796,38.12709030100334,13.043478260869565
Baltimore,2018,7,2018-07,20,574,80,195,158,221,33.97212543554007,27.526132404181183,38.501742160278745,13.937282229965156
Baltimore,2018,8,2018-08,21,495,53,183,131,181,36.96969696969697,26.464646464646464,36.56565656565657,10.707070707070708
Baltimore,2018,9,2018-09,22,524,75,193,156,175,36.83206106870229,29.770992366412212,33.396946564885496,14.312977099236642
Baltimore,2018,10,2018-10,23,538,74,186,158,194,34.572490706319705,29.36802973977695,36.059479553903344,13.754646840148698
Baltimore,2018,11,2018-11,24,545,60,184,158,203,33.76146788990825,28.990825688073393,37.24770642201835,11.009174311926605
Baltimore,2018,12,2018-12,25,595,62,211,172,212,35.46218487394958,28.907563025210084,35.63025210084034,10.420168067226891
Baltimore City,2016,1,2016-01,-10,1055,35,431,523,101,40.85308056872038,49.573459715639814,9.57345971563981,3.3175355450236967
Baltimore City,2016,2,2016-02,-9,1037,38,450,497,90,43.39440694310511,47.92671166827387,8.678881388621022,3.664416586306654
Baltimore City,2016,3,2016-03,-8,1163,37,495,566,102,42.562338779019775,48.66723989681857,8.770421324161651,3.181427343078246
Baltimore City,2016,4,2016-04,-7,1053,39,458,510,85,43.49477682811016,48.433048433048434,8.072174738841406,3.7037037037037037
Baltimore City,2016,5,2016-05,-6,1044,37,438,523,83,41.95402298850575,50.09578544061303,7.950191570881226,3.5440613026819925
Baltimore City,2016,6,2016-06,-5,1024,23,444,500,80,43.359375,48.828125,7.8125,2.24609375
Baltimore City,2016,7,2016-07,-4,1041,30,411,528,102,39.481268011527376,50.720461095100866,9.798270893371757,2.881844380403458
Baltimore City,2016,8,2016-08,-3,937,22,392,469,76,41.83564567769477,50.053361792956245,8.110992529348986,2.3479188900747063
Baltimore City,2016,9,2016-09,-2,960,22,443,452,65,46.145833333333336,47.083333333333336,6.770833333333333,2.2916666666666665
Baltimore City,2016,10,2016-10,-1,930,29,412,435,83,44.30107526881721,46.774193548387096,8.924731182795698,3.118279569892473
Baltimore City,2016,11,2016-11,0,875,15,428,361,86,48.91428571428571,41.25714285714286,9.82857142857143,1.7142857142857142
Baltimore City,2016,12,2016-12,1,696,16,318,305,73,45.689655172413794,43.82183908045977,10.488505747126437,2.2988505747126435
Baltimore City,2017,1,2017-01,2,1057,76,508,420,129,48.06054872280038,39.735099337748345,12.204351939451277,7.190160832544938
Baltimore City,2017,2,2017-02,3,1057,94,498,436,123,47.11447492904446,41.248817407757805,11.636707663197729,8.893093661305581
Baltimore City,2017,3,2017-03,4,950,58,468,363,119,49.26315789473684,38.21052631578947,12.526315789473685,6.105263157894737
Baltimore City,2017,4,2017-04,5,924,67,426,352,146,46.103896103896105,38.095238095238095,15.8008658008658,7.251082251082251
Baltimore City,2017,5,2017-05,6,931,68,451,318,162,48.442534908700324,34.15682062298604,17.40064446831364,7.303974221267454
Baltimore City,2017,6,2017-06,7,981,104,424,376,181,43.22120285423038,38.328236493374106,18.450560652395513,10.601427115188583
Baltimore City,2017,7,2017-07,8,925,87,442,244,239,47.78378378378378,26.37837837837838,25.83783783783784,9.405405405405405
Baltimore City,2017,8,2017-08,9,902,67,449,208,245,49.77827050997783,23.059866962305986,27.161862527716185,7.427937915742794
Baltimore City,2017,9,2017-09,10,855,72,420,175,260,49.12280701754386,20.46783625730994,30.4093567251462,8.421052631578947
Baltimore City,2017,10,2017-10,11,843,26,410,216,217,48.63582443653618,25.622775800711743,25.741399762752074,3.0842230130486357
Baltimore City,2017,11,2017-11,12,779,39,416,181,182,53.4017971758665,23.234916559691914,23.36328626444159,5.006418485237484
Baltimore City,2017,12,2017-12,13,853,41,428,178,247,50.175849941383355,20.867526377491206,28.95662368112544,4.8065650644783116
Baltimore City,2018,1,2018-01,14,908,47,434,190,284,47.797356828193834,20.92511013215859,31.277533039647576,5.176211453744493
Baltimore City,2018,2,2018-02,15,789,32,442,139,208,56.02027883396705,17.61723700887199,26.362484157160964,4.055766793409379
Baltimore City,2018,3,2018-03,16,856,45,438,184,234,51.16822429906542,21.49532710280374,27.33644859813084,5.257009345794392
Baltimore City,2018,4,2018-04,17,757,27,366,158,233,48.34874504623514,20.871862615587848,30.779392338177015,3.5667107001321003
Baltimore City,2018,5,2018-05,18,749,47,366,149,234,48.865153538050734,19.893190921228303,31.241655540720963,6.275033377837116
Baltimore City,2018,6,2018-06,19,762,49,375,150,237,49.21259842519685,19.68503937007874,31.10236220472441,6.430446194225722
Baltimore City,2018,7,2018-07,20,785,53,374,150,261,47.64331210191083,19.10828025477707,33.2484076433121,6.751592356687898
Baltimore City,2018,8,2018-08,21,784,35,354,170,260,45.1530612244898,21.683673469387756,33.16326530612245,4.464285714285714
Baltimore City,2018,9,2018-09,22,766,26,381,157,228,49.73890339425587,20.496083550913838,29.765013054830288,3.3942558746736293
Baltimore City,2018,10,2018-10,23,952,48,488,193,271,51.260504201680675,20.27310924369748,28.46638655462185,5.042016806722689
Baltimore City,2018,11,2018-11,24,744,41,325,187,232,43.68279569892473,25.134408602150536,31.182795698924732,5.510752688172043
Baltimore City,2018,12,2018-12,25,812,44,376,195,241,46.30541871921182,24.014778325123153,29.679802955665025,5.41871921182266
Calvert,2016,1,2016-01,-10,66,4,20,43,3,30.303030303030305,65.15151515151516,4.545454545454546,6.0606060606060606
Calvert,2016,2,2016-02,-9,61,3,10,49,2,16.39344262295082,80.32786885245902,3.278688524590164,4.918032786885246
Calvert,2016,3,2016-03,-8,88,15,17,66,5,19.318181818181817,75.0,5.681818181818182,17.045454545454547
Calvert,2016,4,2016-04,-7,85,9,30,50,5,35.294117647058826,58.8235294117647,5.882352941176471,10.588235294117647
Calvert,2016,5,2016-05,-6,97,13,29,63,5,29.896907216494846,64.94845360824742,5.154639175257732,13.402061855670103
Calvert,2016,6,2016-06,-5,74,6,22,48,4,29.72972972972973,64.86486486486487,5.405405405405405,8.108108108108109
Calvert,2016,7,2016-07,-4,96,3,31,62,3,32.291666666666664,64.58333333333333,3.125,3.125
Calvert,2016,8,2016-08,-3,73,5,16,53,4,21.91780821917808,72.6027397260274,5.47945205479452,6.8493150684931505
Calvert,2016,9,2016-09,-2,95,10,21,70,4,22.105263157894736,73.6842105263158,4.2105263157894735,10.526315789473685
Calvert,2016,10,2016-10,-1,79,9,16,61,2,20.253164556962027,77.21518987341773,2.5316455696202533,11.39240506329114
Calvert,2016,11,2016-11,0,71,3,35,32,4,49.29577464788732,45.070422535211264,5.633802816901408,4.225352112676056
Calvert,2016,12,2016-12,1,54,4,11,34,9,20.37037037037037,62.96296296296296,16.666666666666668,7.407407407407407
Calvert,2017,1,2017-01,2,75,6,22,43,10,29.333333333333332,57.333333333333336,13.333333333333334,8.0
Calvert,2017,2,2017-02,3,77,2,26,45,6,33.76623376623377,58.44155844155844,7.792207792207792,2.5974025974025974
Calvert,2017,3,2017-03,4,96,1,34,51,11,35.416666666666664,53.125,11.458333333333334,1.0416666666666667
Calvert,2017,4,2017-04,5,77,6,35,36,6,45.45454545454545,46.753246753246756,7.792207792207792,7.792207792207792
Calvert,2017,5,2017-05,6,87,4,35,41,11,40.229885057471265,47.12643678160919,12.64367816091954,4.597701149425287
Calvert,2017,6,2017-06,7,63,3,31,21,11,49.20634920634921,33.333333333333336,17.46031746031746,4.761904761904762
Calvert,2017,7,2017-07,8,72,3,47,13,12,65.27777777777777,18.055555555555557,16.666666666666668,4.166666666666667
Calvert,2017,8,2017-08,9,50,0,34,10,6,68.0,20.0,12.0,0.0
Calvert,2017,9,2017-09,10,60,3,34,12,14,56.666666666666664,20.0,23.333333333333332,5.0
Calvert,2017,10,2017-10,11,47,1,28,4,15,59.57446808510638,8.51063829787234,31.914893617021278,2.127659574468085
Calvert,2017,11,2017-11,12,49,1,34,4,11,69.38775510204081,8.16326530612245,22.448979591836736,2.0408163265306123
Calvert,2017,12,2017-12,13,45,1,35,5,5,77.77777777777777,11.11111111111111,11.11111111111111,2.2222222222222223
Calvert,2018,1,2018-01,14,50,2,31,4,15,62.0,8.0,30.0,4.0
Calvert,2018,2,2018-02,15,69,1,38,9,22,55.072463768115945,13.043478260869565,31.884057971014492,1.4492753623188406
Calvert,2018,3,2018-03,16,53,1,33,4,16,62.264150943396224,7.547169811320755,30.18867924528302,1.8867924528301887
Calvert,2018,4,2018-04,17,51,4,32,2,17,62.745098039215684,3.9215686274509802,33.333333333333336,7.8431372549019605
Calvert,2018,5,2018-05,18,52,3,25,9,18,48.07692307692308,17.307692307692307,34.61538461538461,5.769230769230769
Calvert,2018,6,2018-06,19,41,3,21,3,17,51.21951219512195,7.317073170731708,41.46341463414634,7.317073170731708
Calvert,2018,7,2018-07,20,60,4,43,1,16,71.66666666666667,1.6666666666666667,26.666666666666668,6.666666666666667
Calvert,2018,8,2018-08,21,61,1,32,9,20,52.459016393442624,14.754098360655737,32.78688524590164,1.639344262295082
Calvert,2018,9,2018-09,22,66,1,43,4,19,65.15151515151516,6.0606060606060606,28.78787878787879,1.5151515151515151
Calvert,2018,10,2018-10,23,55,3,35,5,15,63.63636363636363,9.090909090909092,27.272727272727273,5.454545454545454
Calvert,2018,11,2018-11,24,51,2,33,0,18,64.70588235294117,0.0,35.294117647058826,3.9215686274509802
Calvert,2018,12,2018-12,25,58,4,38,2,18,65.51724137931035,3.4482758620689653,31.03448275862069,6.896551724137931
Caroline,2016,1,2016-01,-10,22,3,11,8,3,50.0,36.36363636363637,13.636363636363637,13.636363636363637
Caroline,2016,2,2016-02,-9,17,2,4,11,2,23.529411764705884,64.70588235294117,11.764705882352942,11.764705882352942
Caroline,2016,3,2016-03,-8,32,6,9,17,6,28.125,53.125,18.75,18.75
Caroline,2016,4,2016-04,-7,32,1,7,20,5,21.875,62.5,15.625,3.125
Caroline,2016,5,2016-05,-6,41,3,15,24,2,36.58536585365854,58.53658536585366,4.878048780487805,7.317073170731708
Caroline,2016,6,2016-06,-5,32,3,9,20,3,28.125,62.5,9.375,9.375
Caroline,2016,7,2016-07,-4,25,2,6,16,3,24.0,64.0,12.0,8.0
Caroline,2016,8,2016-08,-3,30,3,7,18,5,23.333333333333332,60.0,16.666666666666668,10.0
Caroline,2016,9,2016-09,-2,24,1,11,9,4,45.833333333333336,37.5,16.666666666666668,4.166666666666667
Caroline,2016,10,2016-10,-1,29,5,10,14,5,34.48275862068966,48.275862068965516,17.24137931034483,17.24137931034483
Caroline,2016,11,2016-11,0,20,5,11,0,9,55.0,0.0,45.0,25.0
Caroline,2016,12,2016-12,1,14,2,5,0,9,35.714285714285715,0.0,64.28571428571429,14.285714285714286
Caroline,2017,1,2017-01,2,29,1,13,5,11,44.827586206896555,17.24137931034483,37.93103448275862,3.4482758620689653
Caroline,2017,2,2017-02,3,19,1,14,1,4,73.6842105263158,5.2631578947368425,21.05263157894737,5.2631578947368425
Caroline,2017,3,2017-03,4,40,2,17,7,16,42.5,17.5,40.0,5.0
Caroline,2017,4,2017-04,5,23,0,11,0,12,47.82608695652174,0.0,52.17391304347826,0.0
Caroline,2017,5,2017-05,6,34,0,19,5,10,55.88235294117647,14.705882352941176,29.41176470588235,0.0
Caroline,2017,6,2017-06,7,22,0,10,1,11,45.45454545454545,4.545454545454546,50.0,0.0
Caroline,2017,7,2017-07,8,20,0,10,1,9,50.0,5.0,45.0,0.0
Caroline,2017,8,2017-08,9,28,0,15,4,9,53.57142857142857,14.285714285714286,32.142857142857146,0.0
Caroline,2017,9,2017-09,10,30,1,14,6,10,46.666666666666664,20.0,33.333333333333336,3.3333333333333335
Caroline,2017,10,2017-10,11,21,0,9,4,8,42.857142857142854,19.047619047619047,38.095238095238095,0.0
Caroline,2017,11,2017-11,12,12,0,5,2,5,41.666666666666664,16.666666666666668,41.666666666666664,0.0
Caroline,2017,12,2017-12,13,22,0,12,2,8,54.54545454545455,9.090909090909092,36.36363636363637,0.0
Caroline,2018,1,2018-01,14,20,0,8,0,12,40.0,0.0,60.0,0.0
Caroline,2018,2,2018-02,15,26,0,12,0,14,46.15384615384615,0.0,53.84615384615385,0.0
Caroline,2018,3,2018-03,16,28,0,8,0,20,28.571428571428573,0.0,71.42857142857143,0.0
Caroline,2018,4,2018-04,17,42,0,18,2,22,42.857142857142854,4.761904761904762,52.38095238095238,0.0
Caroline,2018,5,2018-05,18,24,0,10,1,13,41.666666666666664,4.166666666666667,54.166666666666664,0.0
Caroline,2018,6,2018-06,19,35,0,18,2,15,51.42857142857143,5.714285714285714,42.857142857142854,0.0
Caroline,2018,7,2018-07,20,46,0,24,2,20,52.17391304347826,4.3478260869565215,43.47826086956522,0.0
Caroline,2018,8,2018-08,21,27,0,12,1,14,44.44444444444444,3.7037037037037037,51.851851851851855,0.0
Caroline,2018,9,2018-09,22,31,0,21,3,7,67.74193548387096,9.67741935483871,22.580645161290324,0.0
Caroline,2018,10,2018-10,23,39,0,20,0,19,51.282051282051285,0.0,48.717948717948715,0.0
Caroline,2018,11,2018-11,24,25,0,14,2,9,56.0,8.0,36.0,0.0
Caroline,2018,12,2018-12,25,25,0,14,0,11,56.0,0.0,44.0,0.0
Carroll,2016,1,2016-01,-10,65,10,21,36,8,32.30769230769231,55.38461538461539,12.307692307692308,15.384615384615385
